Website,Avg_Daily_Visitors,Avg_Daily_Pageviews,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Traffic_Rank
www.kakao.com,600850,1574226,0,36,503,0,0,20,0.0432,0.047904,0.002592,0.003014,2.304,1669
www.nexon.com,474879,3148452,0,1,21,0,0,0,0.04224,0.036768,0.007651,0.005587,6.912,2047
www.marumaru.in,492607,3256136,0,437,10,0,0,0,0.04896,0.030432,0.00793,0.004723,6.24,2402
www.wasabisyrup.com,398257,3584313,0,0,0,0,0,0,0.02496,0.030144,0.004291,0.006499,7.2,2442
www.zipbogo.net,400975,2445948,0,0,7,0,0,0,0.02592,0.02928,0.003072,0.00409,5.088,2946
www.interpark.com,415059,2199814,2,1050,32,0,0,0,0.02592,0.032736,0.003168,0.004166,4.608,2232
www.torrentkim10.net,429949,2927958,765,0,0,0,0,0,0.0336,0.02832,0.005098,0.00456,6.432,4218
www.etorrent.co.kr,312125,7178882,0,346,24,0,0,0,0.024,0.021312,0.012,0.011328,22.08,2382
www.blogspot.com.es,2008378,4820106,0,851,346,7,0,0,0.168,0.16224,0.010272,0.009235,2.4192,482
www.elmundo.es,1636258,4712423,63,7,1300000,1730,8,263,0.11904,0.12672,0.008304,0.008434,2.592,589
www.ebay.es,646961,5537995,10,0,1270,93,1,39,0.0528,0.052896,0.012576,0.010694,8.928,1043
www.caixabank.es,622345,1456287,0,0,1500,2,0,0,0.0528,0.0552,0.002803,0.003005,2.208,1645
www.elconfidencial.com,753207,1815231,0,2760,15600,1690,0,5,0.05088,0.05904,0.003254,0.003197,2.4,1548
www.lacaixa.es,581657,1169132,0,23,1500,7,0,1,0.0336,0.050592,0.001632,0.002352,1.824,1854
www.abc.es,769165,1661398,193,4,95300,1040,1,64,0.05952,0.061728,0.00335,0.003178,2.112,1373
www.lavanguardia.com,708121,1487053,0,20,138000,0,1,2,0.05952,0.05808,0.00287,0.002803,2.016,1565
www.forocoches.com,418991,3527908,301,783,1400,16,0,26,0.03264,0.03264,0.007651,0.006865,8.832,1965
www.20minutos.es,769165,1630631,134,27,1020000,844,1,91,0.05376,0.061728,0.003379,0.00312,2.4,1428
www.google.lk,1430111,10096585,70,0,2340,45,1,109,0.11328,0.113376,0.019776,0.018528,6.5664,528
www.ikman.lk,140508,1784464,1,113,7340,109,0,53,0.01152,0.010944,0.00335,0.003639,12.48,5196
www.hirutv.lk,34944,94351,434,0,2010,0,0,1,0.002496,0.002602,0.000182,0.000178,3.072,9376
www.baiscopelk.com,104508,438937,8,3,2830,0,0,1,0.01056,0.008899,0.001152,0.000921,4.224,9252
www.slt.lk,86021,276987,0,6,4710,11,0,3,0.007927,0.007382,0.000654,0.000564,3.1515,11652
www.ananmanan.lk,22246,80086,1,0,937,2,0,54,0.002006,0.002034,0.000181,0.000179,3.82,11490
www.tamilwin.com,69279,325613,0,180,162,4,0,3,0.006048,0.005347,0.000595,0.000573,3.744,3530
www.jayasrilanka.net,9679,37747,0,477,55,0,0,1,0.000888,0.000751,0.000055,0.000074,2.5785,16268
www.lankasri.com,68736,288693,21,0,2730,6,0,0,0.005568,0.005654,0.000413,0.00052,3.168,2540
www.topjobs.lk,42188,358604,1,13,15,4,0,159,0.002388,0.003066,0.000588,0.000614,9.168,21405
www.dialog.lk,48063,216285,0,1,8240,44,0,11,0.004393,0.003591,0.000573,0.000402,5.0615,19379
www.zoom.lk,56111,224446,12400,2,41,2,0,0,0.004775,0.004613,0.000353,0.000449,3.1515,17137
www.halocell.com,66855,88248,0,0,1,0,0,0,0.003343,0.006332,0.000105,0.000196,1.146,27847
www.mobiaxm.com,163233,195880,0,2,0,0,0,0,0.010505,0.014707,0.000296,0.000397,1.146,10557
www.lankacnews.com,53677,236179,0,1,3230,0,0,0,0.004393,0.004326,0.000535,0.000459,4.775,18831
www.manithan.com,47346,142039,2,54,324,2,0,0,0.00432,0.003667,0.000269,0.000244,2.592,5001
www.jvpnews.com,29455,126656,633,2,30,0,0,0,0.002208,0.002573,0.000259,0.000248,4.8,7633
www.citizen.lk,21997,35197,0,0,0,0,0,0,0.002292,0.001509,0.000084,0.000061,1.528,20114
www.gossip-lankanews.com,14839,32647,1,2,737,799,0,5,0.001337,0.001433,0.00006,0.000073,1.91,14641
www.alrakoba.net,186651,933254,187,22,486,0,0,1,0.01632,0.01392,0.00192,0.001536,4.896,5533
www.alnilin.com,126438,922999,1,21,164,0,0,0,0.01056,0.01008,0.002112,0.001584,7.392,7416
www.hotnine9.com,380162,661482,0,0,0,0,0,0,0.0288,0.0336,0.001152,0.001382,1.632,4589
www.arabiawin.com,89269,107122,0,1,0,0,0,0,0.007449,0.005444,0.000229,0.000162,1.2415,14976
www.sudaneseonline.com,67514,229548,2,211,12700,2,0,26,0.004584,0.005348,0.000401,0.000414,3.3425,14761
www.google.sr,40430,218325,0,0,4,1,0,0,0.003247,0.003285,0.000439,0.000396,5.73,23115
www.starnieuws.com,10639,37237,3,0,16,10,0,0,0.000707,0.000888,0.000047,0.000077,2.865,77289
www.dwtonline.com,7118,27761,6,2600,10,15,0,0,0.000454,0.000501,0.000029,0.000042,2.7405,120770
www.egtmgs.com,2129,13628,0,0,0,0,0,0,0.000095,0.000189,0.00002,0.000026,7.56,198628
www.srnieuws.com,2465,10600,301,2,402,5,0,1,0.000189,0.00018,0.000017,0.000022,2.835,282683
www.suribet.sr,2019,5047,1,0,3,0,0,0,0.000189,0.000161,0.000012,0.000009,1.89,262283
www.dsbbank.sr,1609,11105,0,0,0,0,0,0,0.000028,0.000104,0.000005,0.000013,7.56,447357
www.pashaglobal.com,1593,3028,0,1,1,0,0,0,0.000038,0.000161,0.000002,0.000007,1.89,336113
www.dbsuriname.com,1346,4038,0,15,3,0,0,2,0.000047,0.000123,0.000002,0.000008,1.89,384011
www.google.se,4441143,38904416,347,1,50500,526,0,1510,0.34368,0.354432,0.074016,0.0708,8.0928,162
www.aftonbladet.se,633786,2148537,82,174,2040,602,3,149,0.04992,0.048672,0.004368,0.003828,3.264,1531
www.blocket.se,369098,3727891,0,0,880,292,0,22500,0.0288,0.02928,0.008035,0.006937,10.56,2158
www.expressen.se,316668,1010171,52,1,800,148,0,132,0.024,0.024864,0.001786,0.001776,2.784,3220
www.dreamfilmhd.sh,229716,1081959,0,0,72,0,0,0,0.01536,0.019296,0.00169,0.00216,4.416,3863
www.flashback.org,225679,1620376,0,8,208,9,0,1,0.01728,0.017088,0.003398,0.00265,7.776,4402
www.vklass.se,37158,256388,0,0,7,0,0,0,0.004128,0.002736,0.000643,0.000439,6.528,4958
www.swedbank.se,256388,1594737,0,6,166,90,0,3,0.02112,0.016512,0.002822,0.002323,5.568,4313
www.svtplay.se,232607,320998,0,372,808,302,0,2850,0.02208,0.018816,0.000797,0.000608,1.344,6217
www.hitta.se,194294,497393,0,1,552,83,0,71,0.01248,0.01488,0.000787,0.000887,2.304,6170
www.dn.se,202750,484574,42,3,1900,738,5,557,0.01536,0.01632,0.000912,0.000898,2.208,5556
www.svt.se,181042,443552,0,577,843,499,1,55,0.01536,0.015168,0.00096,0.000847,2.4,5474
www.prisjakt.nu,153009,380993,0,0,2020,45,0,21,0.01248,0.012768,0.000758,0.000736,2.304,7211
www.tradera.com,119309,723015,160,5,546,86,0,49,0.01056,0.009792,0.001546,0.001334,5.664,7246
www.spotify.com,6808773,16885757,26,29,173000,0,27,1490,0.5184,0.544512,0.032928,0.032218,2.3904,145
www.hemnet.se,124756,651227,0,0,379,86,0,271,0.009024,0.009984,0.00144,0.001248,6.144,8090
www.schoolsoft.se,121264,717888,0,0,1,0,0,0,0.01248,0.00911,0.001882,0.001219,6.24,8713
www.avanza.se,109293,681994,0,0,324,31,0,1,0.005664,0.00888,0.000586,0.001507,4.032,8225
www.synonymer.se,146571,507136,106,34,131,0,0,697,0.01056,0.010656,0.000826,0.000811,3.168,8639
www.existenz.se,95908,1035809,0,67,79,0,0,140,0.009216,0.008083,0.002227,0.002045,9.12,8460
www.google.ch,3419137,28207881,298,0,48000,176,0,1480,0.27264,0.271488,0.0504,0.051571,6.9504,210
www.20min.ch,324865,1046065,8,1,631,423,0,34,0.02208,0.025632,0.00192,0.001949,3.264,3402
www.bluewin.ch,241756,974276,1,0,643,133,0,396,0.0192,0.019392,0.001824,0.001814,3.648,4069
www.blick.ch,250990,953766,30,0,5280,27,0,21,0.02016,0.020544,0.002016,0.001805,3.84,3911
www.ricardo.ch,170746,1625504,0,0,2800,606,0,14,0.0144,0.013536,0.003888,0.003091,10.56,4777
www.srf.ch,207021,666610,0,0,2270,58,0,1,0.01824,0.016704,0.001248,0.001258,3.072,5150
www.sbb.ch,153832,707632,0,21,24400,97,0,56,0.01248,0.012,0.001344,0.001315,3.936,6568
www.postfinance.ch,149667,478933,0,0,80,12,0,1,0.007296,0.012768,0.000634,0.000937,3.264,7019
www.admin.ch,202725,523032,0,16,37,12,0,3,0.01248,0.015744,0.000634,0.000924,1.824,6239
www.digitec.ch,124376,584566,0,28,4440,18,0,58,0.009312,0.009984,0.001248,0.001142,5.088,8051
www.ubs.com,170374,1056321,0,25,2820,562,0,80,0.01056,0.014304,0.001536,0.00215,5.664,5047
www.swisscom.ch,108397,520308,0,0,253,52,0,1,0.008404,0.008347,0.001051,0.000887,5.0615,9557
www.anibis.ch,89736,789677,4,0,1290,107,0,2,0.007776,0.007373,0.001632,0.001565,7.872,9240
www.gmx.ch,112709,236689,0,0,456,53,0,88,0.008118,0.009388,0.000372,0.00047,1.719,10246
www.blogspot.ch,127258,241790,93700,0,11700000,0,0,0,0.010505,0.009932,0.000449,0.000447,1.8145,9965
www.tagesanzeiger.ch,129630,324075,8,3,1460,55,1,81,0.0096,0.010272,0.000624,0.000651,2.4,8986
www.search.ch,128064,243321,0,0,351,28,0,28,0.009073,0.010123,0.00043,0.000438,1.8145,10369
www.tutti.ch,75923,652936,2,0,1420,49,0,0,0.006208,0.006313,0.001337,0.00127,8.977,11106
www.svuonline.org,30389,142830,0,0,2,0,0,0,0.002865,0.002426,0.000382,0.000267,5.157,30174
www.hiast.edu.sy,N/A,N/A,0,9,10,0,0,0,0.002483,0.001776,0.00042,0.000263,7.1625,37443
www.shaamtimes.net,27605,140789,253,1,26,0,0,0,0.002483,0.002512,0.000353,0.000307,5.4435,16451
www.syrianow.sy,31760,168335,0,21,37,0,0,0,0.002961,0.002579,0.000602,0.0003,7.7355,27492
www.alalam.ir,195268,630715,91,24,230000,4,0,1,0.01728,0.011904,0.00144,0.001018,3.168,7265
www.egy.best,354441,1251177,1,0,2720,0,0,0,0.0288,0.027264,0.002208,0.002237,3.168,3366
www.msmtrakk10a.com,405047,441501,0,0,0,0,0,0,0.02784,0.028128,0.000682,0.000727,1.056,3560
www.sana.sy,29149,102021,3,2210,374,8,0,0,0.001624,0.002464,0.000201,0.00018,4.584,28503
www.ltn.com.tw,955462,2656187,9,1,50400,65,0,0,0.07776,0.072672,0.005194,0.004781,2.784,266
www.nownews.com,222358,489189,372,406,74600,1,0,35,0.01536,0.018336,0.000845,0.000914,2.016,345
www.momoshop.com.tw,285372,984532,0,12,383,0,0,0,0.02016,0.022368,0.001728,0.001786,3.36,465
www.setn.com,464052,1025555,2,3260,241000,1,0,0,0.02976,0.036576,0.001536,0.001939,2.016,421
www.ptt.cc,1778739,6563550,0,0,94,0,0,76,0.144,0.14304,0.012864,0.012566,3.4656,497
www.tvbs.com.tw,178510,285616,0,11,285,1,0,1,0.01056,0.015264,0.000461,0.000517,1.632,532
www.104.com.tw,335521,1902403,0,18,768,6,0,0,0.02016,0.026112,0.002592,0.003504,4.896,588
www.appledaily.com.tw,1488708,4614996,157,84,841000,8,0,1,0.10944,0.11136,0.007325,0.00816,2.784,678
www.ctitv.com.tw,106217,148705,0,3,0,16,0,1,0.006624,0.009398,0.000192,0.000293,1.248,707
www.pchome.com.tw,979462,6102050,29,43,17,1,0,3,0.06624,0.077856,0.011232,0.011501,6.432,772
www.ruten.com.tw,771704,7794215,17,26,1540,2,0,10,0.06144,0.061632,0.01728,0.014534,10.56,833
www.udn.com,1187567,3871469,0,2,18000,3,0,1,0.08064,0.093888,0.006701,0.007066,3.072,781
www.blogspot.tw,1119319,1958809,0,0,11700000,478,0,0,0.0936,0.091296,0.003667,0.00383,1.632,1043
www.dcard.tw,337801,712760,0,0,25,0,0,0,0.024,0.029184,0.001152,0.001546,1.92,1019
www.talk.tw,34961,76916,5,2,15,0,0,0,0.00288,0.003062,0.000182,0.000177,2.784,1270
www.storm.mg,170026,323050,0,0,33500,2,0,0,0.01344,0.015168,0.000595,0.000708,1.92,1350
www.xuite.net,926705,1538332,12,5110,55,8,0,1,0.07296,0.075744,0.002899,0.003072,1.536,1244
www.businessweekly.com.tw,226147,440988,0,8,2,0,0,1,0.01344,0.01488,0.000576,0.000746,1.632,1460
www.1111.com.tw,141875,717888,0,8,416,1,0,0,0.006912,0.011616,0.000941,0.001315,5.088,1587
www.sina.com.tw,80121,128194,1,8,23,2,0,1,0.005376,0.007757,0.000192,0.000278,1.344,1378
www.everydayhealth.com.tw,83021,174344,0,34,1060,1,0,0,0.004896,0.00623,0.000307,0.000307,2.4,1839
www.books.com.tw,532638,3025386,1700,2,57400,12,0,3,0.03456,0.040512,0.005194,0.005654,5.664,1631
www.feebee.com.tw,165798,298436,8,5,52,0,1,0,0.01248,0.012672,0.000586,0.000565,1.824,2386
www.elle.com.tw,45636,136911,23,5,44400,0,0,0,0.004608,0.004061,0.00025,0.000279,2.304,1800
www.591.com.tw,136237,1389626,0,0,331,1,0,0,0.009216,0.010464,0.002506,0.002573,10.56,1999
www.plurk.com,648460,1887020,0,0,630,15,0,387,0.0528,0.052704,0.003859,0.003581,2.784,1621
www.line.me,1770302,7435271,1,23,12100,1080,0,1,0.1344,0.144,0.014496,0.014563,4.32,451
www.google.com.tj,191922,999915,0,0,9,0,0,1,0.01536,0.015168,0.001872,0.001786,5.28,5244
www.topvldeo.tj,60284,663138,0,0,0,0,0,0,0.005826,0.004632,0.00148,0.001127,10.505,13759
www.somon.tj,58237,698845,0,0,8,1,0,0,0.004489,0.004928,0.001194,0.00148,10.505,12557
www.tajfile.tj,31587,82127,0,0,2,0,0,0,0.002292,0.002731,0.000153,0.000177,2.7695,29569
www.saturn.tj,22570,164764,0,4,1,0,0,0,0.001433,0.001719,0.000248,0.000301,7.258,34114
www.news.tj,72488,275457,0,31,16,0,0,0,0.006972,0.005826,0.000592,0.000486,3.629,15825
www.mix.tj,17802,178026,0,0,0,0,0,0,0.001433,0.001375,0.000306,0.000311,7.9265,46246
www.myscore.com.ua,239513,2256220,0,0,12500,0,0,0,0.01728,0.019104,0.003149,0.004154,7.968,3396
www.formula55.tj,18704,56111,0,0,44,0,0,0,0.00191,0.001604,0.000143,0.000116,2.9605,50425
www.planeta.tj,9738,64273,0,3,0,0,0,0,0.00064,0.000879,0.000075,0.000135,4.8705,67971
www.namba.tj,12164,110693,0,2,0,0,0,0,0.001242,0.000869,0.000267,0.000159,8.977,65881
www.tcell.tj,11513,40298,0,3,527,22,0,0,0.001051,0.000936,0.000105,0.00007,4.2975,75982
www.ttl.tj,8442,48970,0,0,0,0,0,0,0.000535,0.000621,0.000074,0.000074,6.0165,93516
www.tojnet.tj,7502,38257,0,0,0,0,0,0,0.00042,0.000688,0.000051,0.000103,4.966,93343
www.asiaplus.tj,10586,56111,0,0,197,1,0,0,0.000478,0.000955,0.000035,0.00011,2.865,76380
www.alfa.tj,4991,44923,0,0,0,0,0,0,0.000454,0.000435,0.000064,0.000091,5.7645,123271
www.torrents.su,8724,70667,0,0,0,0,0,0,0.000614,0.000321,0.00018,0.000064,11.34,357442
www.babilon-t.tj,6309,25238,0,1,0,0,0,0,0.000482,0.000529,0.000043,0.000049,3.6855,118163
www.tajcinema.tj,3266,16657,0,0,5,0,0,0,0.000369,0.000378,0.00003,0.000053,3.402,119371
www.andoz.tj,5101,37237,0,0,0,0,0,0,0.000449,0.000602,0.000083,0.000129,7.64,88768
www.megafon.tj,7178,32305,0,0,0,10,0,0,0.000775,0.000463,0.000083,0.000049,4.536,120203
www.topmusic.tj,10515,12619,0,4,2,0,0,0,0.000756,0.000747,0.000022,0.000025,1.2285,129135
www.kulichki.net,201001,1153748,0,101,36,0,0,1,0.01632,0.017376,0.002246,0.002227,5.184,4544
www.rg.tj,6259,31295,0,0,0,0,0,0,0.000284,0.000473,0.000013,0.000058,1.89,108637
www.inbet.cc,4645,320525,0,0,1,0,0,0,0.000321,0.000274,0.000808,0.000623,103.95,127553
www.ozodi.org,51265,205062,0,0,9,0,0,0,0.004393,0.003648,0.000392,0.000317,3.7245,21434
www.sputnik-tj.com,24395,56111,0,0,0,0,0,0,0.002865,0.002101,0.000181,0.000089,2.674,54833
www.rap.tj,6467,41390,0,2,6,0,0,0,0.000387,0.000435,0.000057,0.000068,6.1425,135102
www.nbt.tj,10201,19384,0,0,0,0,0,0,0.001146,0.001051,0.000069,0.000053,2.3875,85767
www.millardayo.com,79688,294847,7,4390,610,1,0,0,0.00624,0.007075,0.000518,0.000657,3.456,5228
www.google.co.tz,156372,315871,17,0,118,4,0,5,0.01152,0.012288,0.000614,0.000948,2.016,7838
www.jamiiforums.com,73215,622330,0,6,289,2,0,0,0.004393,0.005529,0.000869,0.001165,7.64,11209
www.zoomtanzania.com,48141,231078,0,4,441,4,0,1,0.004011,0.004278,0.000457,0.000619,4.8705,15041
www.m-bet.co.tz,28445,167825,0,62,5,0,0,0,0.001815,0.002559,0.000239,0.00039,5.4435,26109
www.swahilitimes.com,16720,30096,0,0,0,0,0,0,0.001433,0.001394,0.000061,0.000054,1.719,25240
www.notjustok.com,77886,288180,5,41500,208,67,0,1,0.007296,0.006096,0.000758,0.000479,4.032,6117
www.bongo5.com,24953,92328,0,7,142,1,0,13,0.001719,0.002302,0.000143,0.000228,3.3425,29313
www.mpekuzihuru.com,22043,61723,1,7,3,0,0,0,0.002006,0.001786,0.000153,0.000119,3.247,42062
www.ajira.go.tz,18279,87738,658,7,23,0,0,0,0.001624,0.001098,0.000143,0.000113,3.82,60350
www.djmwanga.com,17854,74986,11,1,11,0,0,0,0.001815,0.001356,0.000162,0.000126,3.7245,54893
www.out.ac.tz,15720,172926,0,7,11,0,0,0,0.001051,0.001051,0.00022,0.000254,8.786,45319
www.lazada.co.th,849433,5589273,1490,13,27000,124,0,1,0.066048,0.062496,0.010752,0.00945,6.8832,981
www.dek-d.com,448680,1543459,0,50,221,10,0,5,0.0432,0.04032,0.00408,0.003418,3.552,1813
www.manager.co.th,330704,1369115,1,3460,250000,3,0,1,0.02496,0.026976,0.002333,0.002573,3.552,2793
www.hrazens.com,260514,453295,0,0,0,0,0,0,0.02208,0.025248,0.000941,0.00091,1.536,4210
www.thairath.co.th,295751,712760,0,165,4200,13,0,17,0.02208,0.022848,0.00144,0.001219,2.4,3923
www.kseries.co,216241,1394754,0,0,0,0,0,0,0.0192,0.016992,0.00313,0.002525,6.144,4692
www.khaosod.co.th,255184,543543,2,472,139,3,0,0,0.01824,0.021024,0.00096,0.001066,2.112,4362
www.playpark.com,49423,232287,0,3,338,0,0,4,0.00432,0.004214,0.000672,0.000455,5.952,3516
www.medthai.com,33527,43586,171,0,301,0,0,0,0.002304,0.002707,0.000075,0.000083,1.344,4841
www.moviehd-master.com,180600,861466,0,0,3080,0,0,0,0.01248,0.015552,0.001277,0.001632,4.224,5544
www.kaidee.com,172605,702504,2,519,5980,34,0,0,0.01344,0.013632,0.001056,0.001334,2.976,6051
www.garena.in.th,188018,490727,4,1,13,0,0,0,0.01536,0.012192,0.000879,0.000829,2.4,8515
www.soccersuck.com,141818,1174260,3,96,472,0,0,5,0.01152,0.011424,0.002362,0.002179,7.776,6349
www.nattablog.com,224119,259978,0,0,0,0,0,0,0.02112,0.018144,0.000605,0.000489,1.056,9414
www.google.tl,14552,49480,3,0,32,1,0,0,0.001146,0.001337,0.000081,0.0001,2.9605,54356
www.gov.tl,3893,13628,0,0,0,0,0,0,0.000066,0.000397,0.000003,0.000026,1.89,155222
www.telemor.tl,2103,2523,0,1,0,0,0,0,0.000284,0.000208,0.000006,0.000007,0.945,336485
www.adencare.com,505,5552,0,0,0,0,0,0,0.000038,0.00008,0.000004,0.000023,3.78,364582
www.tetumdili.com,1262,2523,2,0,0,0,0,0,0.000066,0.000095,0.000003,0.000005,1.89,514373
www.files.wordpress.com,49472,96966,530,0,19900,0,0,0,1.776,2.00448,0.091392,0.092285,1.9392,252
www.sriwijayaair.co.id,23464,82127,0,19,129,6,0,0,0.001624,0.001748,0.000124,0.000152,3.1515,42918
www.google.tg,58716,275967,3,0,4,2,0,0,0.003438,0.005195,0.000306,0.000544,3.438,15194
www.univ-lome.tg,5436,28267,0,0,2,1,0,0,0.000284,0.000387,0.000026,0.000041,4.725,165322
www.lucreatif.com,5436,14133,0,2,0,0,0,0,0.000662,0.000416,0.000046,0.00003,2.835,156502
www.icilome.com,8412,25238,2,66,183,11,0,0,0.000284,0.000539,0.000021,0.000036,2.835,132098
www.republicoftogo.com,5300,10600,4,2,11,17,0,4,0.000302,0.000425,0.000014,0.000022,1.89,169561
www.google.tt,378421,2440819,49,0,41,13,0,335,0.02976,0.029952,0.004301,0.004351,5.376,2345
www.trinidadexpress.com,31758,98450,4,16,137,18,0,131,0.002006,0.002588,0.000153,0.000181,3.056,30010
www.trinituner.com,7438,71415,11,150,11,14,0,1,0.00063,0.000611,0.000115,0.000154,6.685,44382
www.guardian.co.tt,23379,56111,280,14,479,11,0,700,0.001528,0.001795,0.000115,0.000109,2.9605,45839
www.trinidadjob.com,3279,4591,0,76,14,25,0,1,0.000287,0.000229,0.000009,0.00001,0.955,89780
www.republictt.com,10410,51010,0,3,5,0,0,1,0.000869,0.000793,0.000096,0.000093,4.6795,81269
www.cnc3.co.tt,14283,28566,712,11,41,4,0,0,0.002006,0.00085,0.000062,0.00005,1.337,77003
www.google.tn,1124312,7589104,69,154,728,180,0,29,0.09024,0.090298,0.013824,0.012797,6.5472,673
www.mosaiquefm.net,85013,161525,6,128,238,1,0,104,0.006624,0.007507,0.000355,0.000351,2.016,2966
www.essada.net,50163,115375,0,1,55,0,0,0,0.003072,0.00383,0.000154,0.00019,1.92,5353
www.jawharafm.net,37783,71789,9,20,4,2,0,1,0.00336,0.003235,0.000163,0.000142,1.92,3876
www.nessma.tv,36236,108708,0,36,365,9,0,0,0.002976,0.002784,0.00025,0.000182,3.264,7398
www.tayara.tn,82275,1020213,1,0,265,51,0,3,0.007545,0.006551,0.001986,0.001862,11.46,9622
www.akherkhabaronline.com,28610,65803,0,78,362,0,0,0,0.002197,0.001986,0.000115,0.000103,2.101,10173
www.shemsfm.net,26543,45124,4,33,1640,12,0,0,0.0024,0.002016,0.00009,0.000084,1.632,8377
www.tunisia-sat.com,95867,661482,824,33,87,0,0,1,0.008256,0.008045,0.001315,0.001354,6.048,8316
www.365planetwinall.net,48131,213224,0,0,12,0,0,0,0.003343,0.004403,0.000325,0.00046,4.1065,12048
www.tuniscope.com,11295,15813,0,312,102,11,0,8,0.000334,0.000945,0.000009,0.000032,0.955,15809
www.businessnews.com.tn,11754,27035,0,27700,4,72,0,2,0.000879,0.000955,0.000041,0.00006,1.8145,16793
www.aljarida.com.tn,18136,32647,0,207,27,0,0,0,0.000726,0.001203,0.000022,0.000052,1.337,21733
www.babnet.net,52803,195370,0,6,1160,11,0,3,0.003056,0.004078,0.00022,0.000333,2.7695,19183
www.kapitalis.com,17526,68354,0,436,149,17,0,1,0.000955,0.001337,0.000124,0.00014,5.4435,17622
www.google.com.tr,12234365,102401633,2480,1,10500,480,0,5250,0.9792,0.97056,0.192768,0.186864,7.44,68
www.sabah.com.tr,494243,2051109,20000,645,219000,175,0,114,0.028992,0.037056,0.00265,0.00349,3.456,295
www.haber7.com,380586,3174091,8930,22100,10200,43,0,123,0.02784,0.03168,0.005693,0.006304,7.6992,420
www.sahibinden.com,1137692,22526308,1,2490,14900,636,0,128,0.085152,0.092035,0.043488,0.042096,19.2,488
www.ensonhaber.com,270765,1158876,197,4090,4030,37,0,362,0.0192,0.021312,0.001795,0.002173,3.648,405
www.milliyet.com.tr,1011494,12542533,27,1140,176000,118,0,35,0.072384,0.08304,0.020064,0.024864,10.368,580
www.hurriyet.com.tr,1124093,9183842,54,34,192000,0,2,22,0.073536,0.092544,0.015168,0.017856,7.7472,547
www.eksisozluk.com,1179595,8717214,0,490,2500,77,0,2600,0.094368,0.096,0.015648,0.017318,6.9792,654
www.yenisafak.com,169929,378942,9,0,4590,12,0,7,0.01152,0.017184,0.000586,0.000934,2.016,621
www.yandex.com.tr,1039958,3702252,0,46,677,96,0,840,0.085344,0.084461,0.007699,0.007105,3.8112,923
www.kizlarsoruyor.com,140776,304076,0,35,13200,90,0,5,0.01056,0.011136,0.000515,0.000612,2.016,870
www.n11.com,737036,5881555,50,1360,4910,863,0,0,0.060768,0.058656,0.011616,0.01152,7.968,946
www.hepsiburada.com,789399,7301949,1790,7280,8420,1440,0,70,0.046656,0.05712,0.009542,0.011722,7.6992,858
www.sporx.com,153960,620460,1000,4,1730,9,0,72,0.01344,0.013152,0.001488,0.001152,4.32,893
www.internethaber.com,169870,825571,157,763,1140,22,0,162,0.01152,0.014304,0.001229,0.00168,3.936,1045
www.gittigidiyor.com,686601,4737549,6,5980,7510,113,1,48,0.061632,0.054912,0.008352,0.008725,5.0976,1073
www.meb.gov.tr,570128,3369460,8,3140,399,98,0,14,0.02016,0.046176,0.002966,0.006706,5.568,1393
www.mynet.com,664567,3502269,365,104,10200,94,0,102,0.045984,0.0552,0.005856,0.006932,4.7904,1120
www.yeniakit.com.tr,108936,717888,108,481,1670,15,0,0,0.00768,0.0096,0.001142,0.001354,5.856,1024
www.blogspot.com.tr,772992,1553715,0,80,12,0,0,0,0.060672,0.062112,0.003101,0.002965,1.9488,1368
www.hdfilmakinasi.com,2051,5127,0,0,4,0,0,0,0.000288,0.000134,0.000025,0.000008,3.84,1966
www.sozcu.com.tr,610948,3286903,0,5670,11000,36,0,5,0.047136,0.053952,0.006326,0.007072,5.7408,1274
www.aksam.com.tr,103669,286129,11,2,1500,34,0,18,0.00768,0.009792,0.000557,0.000606,2.688,1487
www.donanimhaber.com,573378,1892148,0,759,127,4,0,727,0.045312,0.046944,0.003446,0.003765,2.8704,1602
www.haberler.com,460682,2312626,18,23500,7390,34,0,1330,0.032256,0.037824,0.003821,0.004561,4.464,1686
www.turkiye.gov.tr,320612,1625504,4,20,260,227,0,0,0.036288,0.030528,0.004186,0.003735,4.9248,2238
www.fullhdfilmizlesene.org,458028,1758826,0,0,568,0,0,0,0.03264,0.037728,0.002842,0.00357,3.648,1956
www.yemek.com,44547,142551,2,6220,715,73,0,1,0.003264,0.003658,0.000192,0.000239,2.208,2464
www.haberturk.com,379528,2117770,21,11,14500,134,0,100,0.02592,0.0312,0.00311,0.004332,4.608,2074
www.turkiyegazetesi.com.tr,72737,196391,314,15,868,32,0,0,0.004966,0.006322,0.000306,0.000432,2.3875,15429
www.junbi-tracker.com,1538332,2184431,0,1,0,0,0,0,0.0912,0.12672,0.002861,0.004176,1.3056,862
www.fullhdfilmizledim.org,71116,216904,0,0,3,0,0,1,0.004896,0.005693,0.000317,0.00041,2.688,2072
www.denizhaber.com.tr,4222,7179,6,342,4,13,0,1,0.000336,0.000326,0.000014,0.000014,1.92,3591
www.shiftdelete.net,208127,424579,2,23000,124000,353,0,287,0.01728,0.016512,0.000865,0.000817,1.824,2878
www.sarizeybekhaber.com.tr,32561,65123,1,0,43,0,0,0,0.003552,0.003706,0.000173,0.000158,2.112,1770
